location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area
pal,3,Super Area,1965,Resale,Ready to Move,4.0,5.0,Furnished,,5089.0,1.0,1965
,3,Super Area,1800,Resale,Ready to Move,1.0,1.0,Semi-Furnished,,4167.0,0.75,1800
,3,Carpet Area,1980,Resale,Ready to Move,11.0,11.0,Unfurnished,North - East,,1.25,2178
sarthana/varachha,3,Carpet Area,1200,Resale,Ready to Move,3.0,14.0,Unfurnished,,3655.0,0.7,1320
,3,Super Area,2000,Resale,Ready to Move,5.0,10.0,Semi-Furnished,,4250.0,0.85,2000
althan,3,Super Area,1927,Resale,Ready to Move,1.0,14.0,Furnished,,5708.0,1.1,1927
vesu,3,Super Area,2051,Resale,Ready to Move,4.0,12.0,Semi-Furnished,,4388.0,0.9,2051
adajan,3,Super Area,1095,Resale,Ready to Move,5.0,6.0,Semi-Furnished,,6849.0,0.75,1095
punagam,3,Carpet Area,920,Resale,Ready to Move,5.0,12.0,Furnished,South - East,4422.0,0.65,1012
amroli,8,Super Area,2800,Resale,Ready to Move,1.0,2.0,Semi-Furnished,,3036.0,0.85,2800
katargam,1,Carpet Area,12,Resale,Ready to Move,2.0,2.0,Unfurnished,East,,0.75,13
vesu,3,Super Area,2018,Resale,Ready to Move,13.0,13.0,Furnished,,6938.0,1.4,2018
althan,3,Super Area,1674,Resale,Ready to Move,5.0,9.0,Furnished,,4301.0,0.72,1674
athwalines,3,Super Area,1968,Resale,Ready to Move,1.0,10.0,Furnished,,3557.0,0.7,1968
vesu,3,Super Area,1860,New Property,Ready to Move,10.0,11.0,Furnished,,4839.0,0.9,1860
palanpur,3,Super Area,1585,Resale,Ready to Move,5.0,6.0,Semi-Furnished,,4101.0,0.65,1585
sarthana/varachha,3,Super Area,1831,Resale,Ready to Move,5.0,6.0,Semi-Furnished,,3823.0,0.7,1831
adajan,3,Super Area,1800,Resale,Ready to Move,2.0,4.0,Semi-Furnished,,3611.0,0.65,1800
palanpur,3,Carpet Area,1955,Resale,Ready to Move,10.0,14.0,Furnished,,,1.1,2150
palanpur,3,Carpet Area,1955,,Ready to Move,10.0,14.0,Furnished,,,1.1,2150
pal,3,Carpet Area,1600,Resale,Ready to Move,13.0,13.0,Furnished,North - East,6219.0,0.99,1760
palanpur,3,Carpet Area,935,New Property,Ready to Move,7.0,13.0,Furnished,East,5628.0,0.95,1028
,3,Carpet Area,1850,Resale,Ready to Move,3.0,4.0,Unfurnished,South - East,3837.0,0.85,2035
adajan,3,Carpet Area,950,Resale,Ready to Move,2.0,11.0,Semi-Furnished,North - East,4500.0,0.72,1045
,3,Carpet Area,1220,Resale,Ready to Move,3.0,3.0,Furnished,East,6328.0,0.96,1342
athwalines,2,Carpet Area,1050,Resale,Ready to Move,5.0,7.0,Furnished,East,4114.0,0.72,1155
,3,Super Area,1750,Resale,Ready to Move,11.0,11.0,Semi-Furnished,,5143.0,0.9,1750
althan,4,Super Area,3500,Resale,Ready to Move,7.0,8.0,Furnished,,3371.0,1.18,3500
udhna,3,Carpet Area,1700,Resale,Ready to Move,6.0,8.0,Furnished,,4667.0,0.7,1870
athwalines,3,Carpet Area,1600,Resale,Ready to Move,3.0,9.0,Furnished,East,5000.0,1.15,1760
athwalines,3,Carpet Area,1100,Resale,Ready to Move,1.0,11.0,Furnished,,,0.67,1210
nanpura/gopipura/chauta/sagrampura,3,Super Area,1851,Resale,Ready to Move,2.0,6.0,Unfurnished,,4862.0,0.9,1851
,3,Super Area,1623,Resale,Ready to Move,7.0,13.0,Furnished,,4929.0,0.8,1623
athwalines,2,Super Area,1325,Resale,Ready to Move,1.0,11.0,Furnished,South -West,4604.0,0.61,1325
althan,3,Super Area,1740,Resale,Undefined,6.0,11.0,Furnished,,4885.0,0.85,1740
,3,Carpet Area,2600,Resale,Ready to Move,6.0,8.0,Unfurnished,,3120.0,0.78,2860
dumas road/hazira,2,Carpet Area,1080,Resale,Ready to Move,10.0,11.0,Furnished,,5926.0,0.8,1188
pal,3,Super Area,2117,Resale,Ready to Move,7.0,13.0,Unfurnished,,5900.0,1.24,2117
althan,3,Carpet Area,1000,Resale,Ready to Move,6.0,13.0,Semi-Furnished,South -West,4361.0,0.72,1100
adajan,2,Super Area,1750,Resale,Ready to Move,1.0,4.0,Furnished,,5143.0,0.9,1750
althan,2,Super Area,1330,Resale,Ready to Move,,,,,4887.0,0.65,1330
katargam,3,Super Area,1493,New Property,Ready to Move,6.0,13.0,Furnished,East,4689.0,0.7,1493
vesu,3,Super Area,1770,Resale,Undefined,4.0,14.0,Unfurnished,,5500.0,0.97,1770
,3,Carpet Area,980,Resale,Ready to Move,9.0,15.0,Unfurnished,,3871.0,0.67,1078
althan,3,Carpet Area,822,Resale,Ready to Move,0.0,4.0,Furnished,West,5474.0,0.75,904
adajan,3,Super Area,1620,Resale,Ready to Move,3.0,5.0,Semi-Furnished,,4938.0,0.8,1620
jahangirpura,3,Super Area,1609,Resale,Ready to Move,10.0,13.0,Furnished,,4040.0,0.65,1609
adajan,3,Carpet Area,1812,New Property,Ready to Move,2.0,13.0,Semi-Furnished,North,3587.0,0.65,1993
jahangirpura,3,Super Area,1740,Resale,Ready to Move,1.0,12.0,Semi-Furnished,,4023.0,0.7,1740
athwalines,3,Super Area,1600,Resale,Ready to Move,3.0,4.0,Furnished,,6250.0,1.0,1600
adajan,3,Super Area,1912,Resale,Ready to Move,1.0,13.0,Semi-Furnished,,3975.0,0.76,1912
athwalines,3,Carpet Area,1700,Resale,Ready to Move,3.0,4.0,Semi-Furnished,,,0.68,1870
athwalines,3,Super Area,1750,Resale,Ready to Move,3.0,11.0,Furnished,,4857.0,0.85,1750
sarthana/varachha,3,Super Area,1650,New Property,Ready to Move,3.0,12.0,Unfurnished,South -West,5000.0,0.82,1650
althan,3,Super Area,1994,Resale,Ready to Move,13.0,14.0,Unfurnished,,4714.0,0.94,1994
,3,Super Area,2200,Resale,Ready to Move,3.0,8.0,Semi-Furnished,,3409.0,0.75,2200
palanpur,3,Super Area,1857,Resale,Ready to Move,7.0,15.0,Semi-Furnished,North - East,4470.0,0.83,1857
althan,3,Super Area,2200,Resale,Ready to Move,10.0,11.0,Semi-Furnished,,5000.0,1.1,2200
,2,Super Area,3500,Resale,Ready to Move,0.0,4.0,Semi-Furnished,,4286.0,1.5,3500
athwalines,3,Super Area,2500,Resale,Ready to Move,9.0,10.0,Semi-Furnished,,6000.0,1.5,2500
pal,3,Super Area,1800,Resale,Ready to Move,4.0,5.0,Furnished,,4333.0,0.78,1800
athwalines,3,Super Area,2800,Resale,Ready to Move,6.0,10.0,Semi-Furnished,,4643.0,1.3,2800
althan,3,Super Area,1773,Resale,Undefined,5.0,14.0,Unfurnished,,4343.0,0.77,1773
vesu,3,Super Area,2400,Resale,Undefined,5.0,13.0,Unfurnished,,5125.0,1.23,2400
palanpur,3,Super Area,2111,Resale,Under Construction,5.0,13.0,Unfurnished,North,4548.0,0.96,2111
althan,3,Super Area,1420,Resale,Ready to Move,3.0,4.0,Furnished,,5282.0,0.75,1420
,3,Carpet Area,3400,Resale,Ready to Move,10.0,11.0,Semi-Furnished,North - East,3256.0,1.4,3740
vesu,4,Super Area,2500,Resale,Ready to Move,7.0,12.0,,,5400.0,1.35,2500
palanpur,3,Carpet Area,2536,Resale,Ready to Move,12.0,13.0,Unfurnished,,,0.76,2790
vesu,2,Super Area,1365,Resale,Undefined,8.0,10.0,Unfurnished,,5000.0,0.68,1365
vesu,3,Carpet Area,1068,Resale,Ready to Move,3.0,8.0,Semi-Furnished,,4800.0,0.85,1175
vesu,3,Super Area,2427,Resale,Ready to Move,12.0,13.0,Unfurnished,,6000.0,1.45,2427
pal,3,Carpet Area,1150,Resale,Ready to Move,11.0,12.0,Semi-Furnished,West,4457.0,0.78,1265
pal,3,Carpet Area,1700,Resale,Ready to Move,3.0,12.0,Furnished,,3970.0,1.15,1870
dumas road/hazira,3,Carpet Area,1056,Resale,Ready to Move,7.0,10.0,Semi-Furnished,East,4185.0,0.68,1162
athwalines,2,Carpet Area,1050,Resale,Ready to Move,2.0,3.0,Furnished,East,7714.0,1.1,1155
athwalines,3,Super Area,3050,Resale,Ready to Move,4.0,10.0,Semi-Furnished,South,5000.0,1.52,3050
vesu,3,Carpet Area,1500,Resale,Undefined,4.0,12.0,Furnished,,5870.0,1.35,1650
vesu,3,Super Area,2160,Resale,Undefined,4.0,12.0,Unfurnished,,5350.0,1.15,2160
vesu,3,Super Area,1566,Resale,Ready to Move,7.0,9.0,Unfurnished,South - East,5875.0,0.92,1566
vesu,3,Super Area,1700,Resale,Ready to Move,6.0,12.0,Semi-Furnished,,4453.0,0.76,1700
vesu,3,Super Area,1851,Resale,Ready to Move,11.0,11.0,Unfurnished,,3998.0,0.74,1851
vesu,3,Carpet Area,2350,Resale,Ready to Move,10.0,12.0,Unfurnished,West,6200.0,1.58,2585
palanpur,3,Super Area,1433,Resale,Ready to Move,5.0,13.0,Furnished,North - West,4885.0,0.7,1433
palanpur,3,Carpet Area,1116,Resale,Ready to Move,14.0,14.0,Semi-Furnished,,4316.0,0.82,1228
vesu,3,Super Area,1700,Resale,Ready to Move,9.0,13.0,Furnished,,4118.0,0.7,1700
althan,2,Carpet Area,1375,Resale,Ready to Move,11.0,12.0,Furnished,East,4509.0,0.62,1513
althan,4,Carpet Area,1374,Resale,Ready to Move,4.0,5.0,Semi-Furnished,South,4106.0,0.85,1511
althan,3,Carpet Area,1200,Resale,Ready to Move,5.0,5.0,Furnished,North - East,4848.0,0.8,1320
vesu,3,Super Area,2400,New Property,Ready to Move,8.0,9.0,Semi-Furnished,,3750.0,0.9,2400
vesu,3,Carpet Area,1976,Resale,Ready to Move,2.0,10.0,Semi-Furnished,,4040.0,0.92,2174
palanpur,2,Carpet Area,635,Resale,Ready to Move,6.0,11.0,Semi-Furnished,,6872.0,0.72,698
adajan,3,Carpet Area,1900,Resale,Ready to Move,2.0,10.0,Furnished,North - East,4381.0,0.92,2090
althan,3,Super Area,2100,Resale,Ready to Move,9.0,12.0,Unfurnished,South -West,4571.0,0.96,2100
athwalines,5,Super Area,3000,Resale,Ready to Move,3.0,3.0,Furnished,,4000.0,1.2,3000
vesu,3,Super Area,1600,Resale,Ready to Move,7.0,10.0,Semi-Furnished,,6250.0,1.0,1600
vesu,4,Super Area,2200,Resale,Ready to Move,12.0,12.0,Semi-Furnished,South -West,5045.0,1.11,2200
athwalines,3,Super Area,1800,Resale,Ready to Move,9.0,9.0,Semi-Furnished,East,3611.0,0.65,1800
vesu,3,Super Area,2565,New Property,Under Construction,,,Unfurnished,,,,2565
athwalines,3,Super Area,2050,New Property,Ready to Move,5.0,9.0,Furnished,,,,2050
athwalines,4,Carpet Area,2800,New Property,Undefined,2.0,12.0,Furnished,North - West,,,3080
dumas road/hazira,3,Carpet Area,1429,Resale,Ready to Move,1.0,12.0,Semi-Furnished,,,,1572
palanpur,3,Super Area,2111,New Property,Under Construction,,,Unfurnished,,4251.0,0.9,2111
dumas road/hazira,3,Super Area,2597,New Property,Under Construction,,,Unfurnished,,4500.0,1.16,2597
vesu,3,Super Area,2433,New Property,Under Construction,,,Unfurnished,,6111.0,1.48,2433
adajan,3,Super Area,2063,New Property,Under Construction,,,Unfurnished,,4750.0,0.98,2063
vesu,3,Super Area,2300,New Property,Under Construction,5.0,13.0,Unfurnished,East,5300.0,1.21,2300
jahangirpura,3,Super Area,2158,New Property,Under Construction,13.0,14.0,Unfurnished,East,3942.0,0.85,2158
palanpur,3,Carpet Area,996,New Property,Under Construction,6.0,13.0,Unfurnished,East,4252.0,0.77,1096
pal,4,Super Area,2810,New Property,Under Construction,6.0,13.0,Unfurnished,East,4600.0,1.29,2810
adajan,3,Super Area,2097,New Property,Under Construction,7.0,13.0,Unfurnished,East,4751.0,1.0,2097
palanpur,3,Super Area,2041,New Property,Under Construction,5.0,13.0,Unfurnished,East,4250.0,0.87,2041
pal,3,Carpet Area,1100,New Property,Under Construction,4.0,14.0,Unfurnished,East,4551.0,0.87,1210
palanpur,3,Carpet Area,1100,Resale,Under Construction,9.0,13.0,Unfurnished,South -West,3831.0,0.68,1210
vesu,3,Super Area,1962,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5200.0,1.02,1962
adajan,3,Super Area,1820,Resale,Ready to Move,1.0,8.0,Furnished,,4121.0,0.75,1820
althan,3,Super Area,1773,New Property,Ready to Move,8.0,14.0,Unfurnished,East,4250.0,0.75,1773
vesu,3,Carpet Area,1220,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,5090.0,1.13,1342
jahangirpura,3,Super Area,1738,Resale,Ready to Move,13.0,13.0,Furnished,North - East,3510.0,0.61,1738
palanpur,3,Carpet Area,1030,New Property,Ready to Move,,,Unfurnished,East,4210.0,0.74,1133
pal,3,Carpet Area,933,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4661.0,0.79,1026
vesu,3,Super Area,2305,New Property,Under Construction,9.0,14.0,Unfurnished,East,4469.0,1.03,2305
vesu,3,Super Area,2204,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5672.0,1.25,2204
vesu,3,Carpet Area,1046,New Property,Ready to Move,6.0,10.0,Unfurnished,East,5500.0,1.04,1151
althan,2,Super Area,1391,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4673.0,0.65,1391
dumas road/hazira,2,Super Area,1400,New Property,Under Construction,10.0,13.0,Unfurnished,East,4500.0,0.63,1400
dumas road/hazira,3,Carpet Area,1105,Resale,Ready to Move,7.0,10.0,Unfurnished,East,4956.0,0.84,1216
pal,3,Super Area,1872,New Property,Under Construction,7.0,13.0,Unfurnished,East,4545.0,0.85,1872
adajan,3,Super Area,1825,Resale,Ready to Move,5.0,13.0,Furnished,South -West,5205.0,0.95,1825
vesu,3,Super Area,1775,New Property,Ready to Move,10.0,14.0,Unfurnished,South -West,5127.0,0.91,1775
palanpur,3,Super Area,1515,Resale,Ready to Move,3.0,5.0,Unfurnished,East,4290.0,0.65,1515
pal,3,Carpet Area,1250,Resale,Ready to Move,7.0,12.0,Semi-Furnished,South -West,4550.0,0.91,1375
adajan,3,Super Area,1755,Resale,Ready to Move,8.0,14.0,Unfurnished,East,4558.0,0.8,1755
palanpur,3,Carpet Area,960,New Property,Ready to Move,6.0,13.0,Unfurnished,East,3851.0,0.62,1056
vesu,3,Super Area,2350,New Property,Ready to Move,1.0,13.0,Unfurnished,East,6500.0,1.52,2350
palanpur,3,Super Area,1630,Resale,Ready to Move,7.0,13.0,Furnished,East,4294.0,0.7,1630
vesu,3,Carpet Area,1000,Resale,Ready to Move,4.0,12.0,Unfurnished,West,4727.0,0.78,1100
dindoli,3,Carpet Area,1085,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3600.0,0.71,1194
pal,3,Super Area,1812,Resale,Ready to Move,6.0,13.0,Unfurnished,East,5519.0,1.0,1812
palanpur,3,Super Area,1861,New Property,Ready to Move,6.0,14.0,Unfurnished,East,4299.0,0.8,1861
,3,Super Area,1980,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4545.0,0.9,1980
pal,3,Carpet Area,1200,Resale,Ready to Move,8.0,13.0,Furnished,East,6502.0,1.32,1320
athwalines,3,Carpet Area,1450,Resale,Ready to Move,7.0,8.0,Furnished,,4114.0,0.72,1595
althan,3,Carpet Area,2250,Resale,Under Construction,5.0,13.0,Unfurnished,East,9583.0,1.15,2475
vesu,3,Super Area,2412,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,5597.0,1.35,2412
vesu,3,Super Area,2210,New Property,Ready to Move,4.0,13.0,Unfurnished,East,6500.0,1.43,2210
palanpur,3,Carpet Area,1600,Resale,Ready to Move,1.0,14.0,Semi-Furnished,North,3467.0,0.78,1760
palanpur,3,Super Area,1690,New Property,Under Construction,10.0,14.0,Unfurnished,East,3846.0,0.65,1690
vesu,3,Carpet Area,1315,Resale,Ready to Move,1.0,12.0,Semi-Furnished,East,4419.0,0.95,1447
jahangirpura,3,Super Area,1609,Resale,Ready to Move,2.0,13.0,Furnished,East,3929.0,0.63,1609
vesu,4,Carpet Area,1320,New Property,Ready to Move,8.0,13.0,Unfurnished,North - East,5000.0,1.2,1452
dumas road/hazira,3,Super Area,1840,Resale,Ready to Move,2.0,13.0,Furnished,East,5217.0,0.96,1840
dumas road/hazira,3,Super Area,2164,New Property,Under Construction,7.0,12.0,Unfurnished,East,4321.0,0.94,2164
pal,3,Super Area,1668,Resale,Ready to Move,5.0,13.0,Furnished,East,4496.0,0.75,1668
pal,2,Super Area,1325,New Property,Under Construction,6.0,13.0,Unfurnished,East,4702.0,0.62,1325
palanpur,3,Super Area,1775,New Property,Under Construction,5.0,13.0,Unfurnished,East,3803.0,0.68,1775
athwalines,3,Carpet Area,1600,Resale,Ready to Move,3.0,12.0,Furnished,East,5833.0,1.4,1760
athwalines,3,Super Area,1800,Resale,Ready to Move,8.0,10.0,Furnished,,5833.0,1.05,1800
athwalines,3,Super Area,1500,Resale,Ready to Move,6.0,9.0,Unfurnished,,4533.0,0.68,1500
athwalines,3,Carpet Area,1000,Resale,Ready to Move,4.0,4.0,Unfurnished,North - East,7143.0,1.25,1100
vesu,3,Super Area,1700,Resale,Ready to Move,,,,,5059.0,0.86,1700
pal,3,Super Area,2117,Resale,Ready to Move,7.0,13.0,Unfurnished,,5751.0,1.21,2117
vesu,3,Super Area,2359,New Property,Under Construction,,,Unfurnished,,,,2359
pal,3,Super Area,2061,New Property,Under Construction,,,Unfurnished,,4600.0,0.95,2061
dumas road/hazira,3,Super Area,2681,New Property,Under Construction,,,Unfurnished,,4500.0,1.2,2681
vesu,3,Super Area,2587,New Property,Under Construction,,,Unfurnished,,6111.0,1.58,2587
adajan,3,Super Area,2097,New Property,Under Construction,,,Unfurnished,,4750.0,1.0,2097
vesu,3,Super Area,2500,New Property,Under Construction,6.0,12.0,Unfurnished,East,6111.0,1.52,2500
vesu,3,Super Area,2400,New Property,Under Construction,6.0,12.0,Unfurnished,East,5000.0,1.2,2400
palanpur,3,Super Area,1651,New Property,Under Construction,6.0,14.0,Unfurnished,East,4101.0,0.68,1651
jahangirpura,3,Carpet Area,1021,New Property,Under Construction,3.0,3.0,Unfurnished,East,3800.0,0.71,1123
vesu,3,Super Area,2422,New Property,Under Construction,6.0,12.0,Unfurnished,East,5901.0,1.42,2422
adajan,4,Super Area,3250,New Property,Under Construction,3.0,13.0,Unfurnished,East,4751.0,1.54,3250
palanpur,3,Super Area,1861,New Property,Under Construction,5.0,13.0,Unfurnished,East,4250.0,0.79,1861
pal,3,Carpet Area,950,New Property,Under Construction,4.0,14.0,Unfurnished,East,3999.0,0.62,1045
palanpur,3,Carpet Area,1100,Resale,Ready to Move,10.0,15.0,Semi-Furnished,South -West,3875.0,0.67,1210
vesu,3,Super Area,1774,New Property,Ready to Move,3.0,5.0,Unfurnished,East,4735.0,0.84,1774
,3,Super Area,1820,Resale,Ready to Move,1.0,7.0,Furnished,,3846.0,0.7,1820
dumas road/hazira,3,Carpet Area,1190,New Property,Under Construction,9.0,12.0,Unfurnished,East,4667.0,1.01,1309
dumas road/hazira,3,Carpet Area,1281,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,4483.0,1.04,1409
pal,4,Carpet Area,1490,New Property,Ready to Move,,,Unfurnished,East,5451.0,1.39,1639
pal,3,Carpet Area,911,New Property,Ready to Move,8.0,15.0,Unfurnished,East,4162.0,0.75,1002
vesu,3,Super Area,2400,New Property,Ready to Move,10.0,19.0,Unfurnished,East,6250.0,1.5,2400
vesu,3,Carpet Area,1179,Resale,Ready to Move,1.0,12.0,Unfurnished,East,4666.0,1.0,1297
vesu,4,Carpet Area,1595,New Property,Under Construction,8.0,12.0,Unfurnished,East,4690.0,1.36,1755
amroli,3,Super Area,1811,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3534.0,0.64,1811
althan,3,Super Area,1715,New Property,Under Construction,9.0,13.0,Unfurnished,East,4781.0,0.82,1715
vesu,2,Carpet Area,763,Resale,Ready to Move,9.0,12.0,Furnished,East,6839.0,0.95,839
pal,3,Super Area,2061,New Property,Under Construction,8.0,13.0,Unfurnished,East,4998.0,1.03,2061
vesu,2,Super Area,1365,New Property,Ready to Move,8.0,14.0,Unfurnished,South -West,5128.0,0.7,1365
palanpur,2,Carpet Area,715,Resale,Ready to Move,7.0,13.0,Furnished,East,4815.0,0.65,787
palanpur,3,Carpet Area,961,Resale,Ready to Move,5.0,14.0,Unfurnished,East,4100.0,0.68,1057
palanpur,3,Carpet Area,960,New Property,Ready to Move,6.0,13.0,Unfurnished,East,4500.0,0.72,1056
vesu,3,Super Area,2442,New Property,Under Construction,5.0,11.0,Unfurnished,,5901.0,1.44,2442
palanpur,3,Super Area,1632,Resale,Ready to Move,2.0,11.0,Furnished,East,5208.0,0.85,1632
althan,2,Super Area,1350,Resale,Ready to Move,8.0,11.0,Furnished,South -West,4593.0,0.62,1350
dindoli,3,Carpet Area,1035,New Property,Ready to Move,7.0,14.0,Unfurnished,South -West,3600.0,0.68,1138
adajan,4,Super Area,2301,Resale,Ready to Move,2.0,5.0,Furnished,East,5693.0,1.31,2301
pal,3,Carpet Area,1000,New Property,Under Construction,6.0,14.0,Unfurnished,East,4579.0,0.87,1100
vesu,3,Super Area,1645,Resale,Ready to Move,6.0,12.0,Furnished,East,4924.0,0.81,1645
,3,Carpet Area,1250,New Property,Ready to Move,7.0,12.0,Unfurnished,East,5600.0,1.4,1375
althan,4,Carpet Area,2790,Resale,Under Construction,9.0,13.0,Unfurnished,East,11155.0,1.4,3069
vesu,3,Super Area,2300,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5500.0,1.26,2300
althan,3,Super Area,1757,New Property,Under Construction,5.0,13.0,Unfurnished,East,3851.0,0.68,1757
palanpur,4,Super Area,2910,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4124.0,1.2,2910
,3,Super Area,1750,New Property,Under Construction,4.0,13.0,Unfurnished,East,3751.0,0.66,1750
adajan,3,Super Area,1845,Resale,Ready to Move,11.0,14.0,Furnished,East,4661.0,0.86,1845
vesu,3,Carpet Area,1488,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5637.0,1.52,1637
adajan,3,Super Area,1700,Resale,Ready to Move,8.0,10.0,Semi-Furnished,North - West,4235.0,0.72,1700
palanpur,3,Super Area,1522,New Property,Ready to Move,4.0,14.0,Unfurnished,East,4251.0,0.65,1522
pal,3,Super Area,2492,New Property,Under Construction,10.0,13.0,Unfurnished,East,4936.0,1.23,2492
adajan,3,Super Area,1850,Resale,Ready to Move,1.0,7.0,Furnished,East,3784.0,0.7,1850
pal,3,Super Area,1800,New Property,Under Construction,8.0,13.0,Unfurnished,East,4700.0,0.85,1800
vesu,3,Super Area,1650,Resale,Ready to Move,5.0,13.0,Semi-Furnished,East,5152.0,0.85,1650
vesu,3,Carpet Area,970,Resale,Ready to Move,6.0,12.0,Furnished,East,5538.0,0.9,1067
athwalines,3,Carpet Area,1500,Resale,Ready to Move,6.0,9.0,Unfurnished,,,0.68,1650
pal,4,Super Area,3240,New Property,Under Construction,,,Unfurnished,,4600.0,1.49,3240
dumas road/hazira,3,Super Area,2749,New Property,Under Construction,,,Unfurnished,,4500.0,1.23,2749
palanpur,3,Super Area,2045,New Property,Under Construction,6.0,13.0,Unfurnished,East,4221.0,0.86,2045
adajan,4,Super Area,3250,New Property,Under Construction,,,Unfurnished,,4750.0,1.54,3250
vesu,3,Super Area,1920,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.05,1920
vesu,3,Super Area,2550,New Property,Under Construction,7.0,13.0,Unfurnished,East,5922.0,1.51,2550
palanpur,3,Super Area,1757,New Property,Under Construction,7.0,13.0,Unfurnished,East,3838.0,0.67,1757
palanpur,3,Super Area,1725,New Property,Under Construction,6.0,13.0,Unfurnished,East,4464.0,0.77,1725
pal,3,Super Area,1881,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,4575.0,0.86,1881
palanpur,3,Super Area,1651,New Property,Under Construction,5.0,13.0,Unfurnished,East,4100.0,0.68,1651
pal,3,Super Area,1825,New Property,Under Construction,5.0,13.0,Unfurnished,East,4646.0,0.85,1825
pal,3,Carpet Area,950,New Property,Under Construction,4.0,14.0,Unfurnished,East,3999.0,0.66,1045
palanpur,3,Carpet Area,1250,Resale,Ready to Move,9.0,15.0,Semi-Furnished,South -West,3743.0,0.69,1375
vesu,3,Super Area,2450,New Property,Under Construction,5.0,12.0,Unfurnished,East,5800.0,1.42,2450
vesu,4,Super Area,2885,New Property,Under Construction,9.0,12.0,Unfurnished,East,4700.0,1.35,2885
vesu,3,Super Area,2152,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,5100.0,1.09,2152
pal,3,Carpet Area,970,New Property,Ready to Move,,,Unfurnished,East,5454.0,0.95,1067
dumas road/hazira,3,Super Area,1930,Resale,Ready to Move,11.0,12.0,Furnished,,6218.0,1.2,1930
vesu,3,Carpet Area,1179,Resale,Ready to Move,11.0,12.0,Unfurnished,East,4620.0,0.99,1297
dumas road/hazira,3,Carpet Area,1134,Resale,Ready to Move,1.0,12.0,Semi-Furnished,East,4661.0,0.88,1247
althan,3,Super Area,1965,Resale,Ready to Move,5.0,13.0,Unfurnished,South -West,4776.0,0.94,1965
vesu,3,Super Area,2400,New Property,Under Construction,9.0,12.0,Unfurnished,East,5111.0,1.22,2400
athwalines,3,Carpet Area,1350,Resale,Ready to Move,4.0,12.0,Furnished,East,4924.0,0.97,1485
palanpur,3,Super Area,1861,New Property,Under Construction,6.0,13.0,Unfurnished,East,4281.0,0.8,1861
vesu,3,Super Area,1895,New Property,Ready to Move,9.0,12.0,Unfurnished,South -West,6332.0,1.2,1895
palanpur,3,Carpet Area,1000,Resale,Ready to Move,7.0,13.0,Semi-Furnished,North - West,4800.0,0.85,1100
jahangirpura,3,Super Area,1750,Resale,Ready to Move,5.0,12.0,Unfurnished,East,3486.0,0.61,1750
althan,3,Super Area,1958,New Property,Ready to Move,1.0,13.0,Unfurnished,East,4541.0,0.89,1958
pal,3,Super Area,1960,Resale,Ready to Move,1.0,5.0,Furnished,East,4847.0,0.95,1960
althan,2,Super Area,1851,Resale,Ready to Move,12.0,12.0,Furnished,East,3836.0,0.71,1851
dindoli,3,Super Area,1940,Resale,Ready to Move,6.0,14.0,Unfurnished,West,3608.0,0.7,1940
adajan,3,Super Area,1726,Resale,Ready to Move,6.0,15.0,Unfurnished,East,3900.0,0.67,1726
jahangirpura,3,Carpet Area,1000,New Property,Under Construction,6.0,14.0,Unfurnished,East,3954.0,0.65,1100
vesu,2,Super Area,1283,Resale,Ready to Move,2.0,12.0,Furnished,East,4910.0,0.63,1283
vesu,3,Carpet Area,1260,New Property,Ready to Move,4.0,13.0,Unfurnished,East,5400.0,1.24,1386
althan,3,Carpet Area,1048,Resale,Ready to Move,3.0,13.0,Unfurnished,East,4611.0,0.86,1153
vesu,3,Super Area,2025,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5185.0,1.05,2025
athwalines,3,Carpet Area,1382,New Property,Under Construction,4.0,6.0,Unfurnished,East,5900.0,1.48,1520
palanpur,3,Super Area,2255,New Property,Ready to Move,6.0,13.0,Unfurnished,South -West,3459.0,0.78,2255
jahangirpura,3,Super Area,1835,New Property,Under Construction,4.0,14.0,Unfurnished,East,3488.0,0.64,1835
palanpur,3,Carpet Area,1008,Resale,Ready to Move,10.0,13.0,Unfurnished,East,3618.0,0.63,1109
vesu,3,Carpet Area,1102,Resale,Ready to Move,6.0,10.0,Unfurnished,North - East,5387.0,1.08,1212
,3,Carpet Area,1200,Resale,Ready to Move,1.0,5.0,Furnished,East,,0.86,1320
