location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price
vesu,3.0,Carpet Area,1500,Resale,Undefined,4.0,12.0,Furnished,,5870.0,1.35
vesu,3.0,Super Area,2160,Resale,Undefined,4.0,12.0,Unfurnished,,5350.0,1.15
vesu,3.0,Super Area,1566,Resale,Ready to Move,7.0,9.0,Unfurnished,South - East,5875.0,0.92
vesu,3.0,Super Area,1700,Resale,Ready to Move,6.0,12.0,Semi-Furnished,,4453.0,0.76
vesu,3.0,Super Area,1851,Resale,Ready to Move,11.0,11.0,Unfurnished,,3998.0,0.74
vesu,3.0,Carpet Area,2350,Resale,Ready to Move,10.0,12.0,Unfurnished,West,6200.0,1.58
palanpur,3.0,Super Area,1433,Resale,Ready to Move,5.0,13.0,Furnished,North - West,4885.0,0.7
palanpur,3.0,Carpet Area,1116,Resale,Ready to Move,14.0,14.0,Semi-Furnished,,4316.0,0.82
vesu,3.0,Super Area,1700,Resale,Ready to Move,9.0,13.0,Furnished,,4118.0,0.7
althan,2.0,Carpet Area,1375,Resale,Ready to Move,11.0,12.0,Furnished,East,4509.0,0.62
althan,4.0,Carpet Area,1374,Resale,Ready to Move,4.0,5.0,Semi-Furnished,South,4106.0,0.85
althan,3.0,Carpet Area,1200,Resale,Ready to Move,5.0,5.0,Furnished,North - East,4848.0,0.8
vesu,3.0,Super Area,2400,New Property,Ready to Move,8.0,9.0,Semi-Furnished,,3750.0,0.9
vesu,3.0,Carpet Area,1976,Resale,Ready to Move,2.0,10.0,Semi-Furnished,,4040.0,0.92
palanpur,2.0,Carpet Area,635,Resale,Ready to Move,6.0,11.0,Semi-Furnished,,6872.0,0.72
adajan,3.0,Carpet Area,1900,Resale,Ready to Move,2.0,10.0,Furnished,North - East,4381.0,0.92
althan,3.0,Super Area,2100,Resale,Ready to Move,9.0,12.0,Unfurnished,South -West,4571.0,0.96
athwalines,5.0,Super Area,3000,Resale,Ready to Move,3.0,3.0,Furnished,,4000.0,1.2
vesu,3.0,Super Area,1600,Resale,Ready to Move,7.0,10.0,Semi-Furnished,,6250.0,1.0
vesu,4.0,Super Area,2200,Resale,Ready to Move,12.0,12.0,Semi-Furnished,South -West,5045.0,1.11
athwalines,3.0,Super Area,1800,Resale,Ready to Move,9.0,9.0,Semi-Furnished,East,3611.0,0.65
vesu,3.0,Super Area,2565,New Property,Under Construction,,,Unfurnished,,,
athwalines,3.0,Super Area,2050,New Property,Ready to Move,5.0,9.0,Furnished,,,
athwalines,4.0,Carpet Area,2800,New Property,Undefined,2.0,12.0,Furnished,North - West,,
dumas road/hazira,3.0,Carpet Area,1429,Resale,Ready to Move,1.0,12.0,Semi-Furnished,,,
palanpur,3.0,Super Area,2111,New Property,Under Construction,,,Unfurnished,,4251.0,0.9
dumas road/hazira,3.0,Super Area,2597,New Property,Under Construction,,,Unfurnished,,4500.0,1.16
vesu,3.0,Super Area,2433,New Property,Under Construction,,,Unfurnished,,6111.0,1.48
adajan,3.0,Super Area,2063,New Property,Under Construction,,,Unfurnished,,4750.0,0.98
vesu,3.0,Super Area,2300,New Property,Under Construction,5.0,13.0,Unfurnished,East,5300.0,1.21
vesu,3.0,Super Area,2359,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6486.0,1.53
jahangirpura,3.0,Super Area,2158,New Property,Under Construction,13.0,14.0,Unfurnished,East,3942.0,0.85
palanpur,3.0,Carpet Area,996,New Property,Under Construction,6.0,13.0,Unfurnished,East,4252.0,0.77
pal,4.0,Super Area,2810,New Property,Under Construction,6.0,13.0,Unfurnished,East,4600.0,1.29
adajan,3.0,Super Area,2097,New Property,Under Construction,7.0,13.0,Unfurnished,East,4751.0,1.0
palanpur,3.0,Super Area,2041,New Property,Under Construction,5.0,13.0,Unfurnished,East,4250.0,0.87
pal,3.0,Carpet Area,1100,New Property,Under Construction,4.0,14.0,Unfurnished,East,4551.0,0.87
palanpur,3.0,Carpet Area,1100,Resale,Under Construction,9.0,13.0,Unfurnished,South -West,3831.0,0.68
vesu,3.0,Super Area,1962,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5200.0,1.02
adajan,3.0,Super Area,1820,Resale,Ready to Move,1.0,8.0,Furnished,,4121.0,0.75
althan,3.0,Super Area,1773,New Property,Ready to Move,8.0,14.0,Unfurnished,East,4250.0,0.75
vesu,3.0,Carpet Area,1220,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,5090.0,1.13
jahangirpura,3.0,Super Area,1738,Resale,Ready to Move,13.0,13.0,Furnished,North - East,3510.0,0.61
palanpur,3.0,Carpet Area,1030,New Property,Ready to Move,,,Unfurnished,East,4210.0,0.74
pal,3.0,Carpet Area,933,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4661.0,0.79
vesu,3.0,Super Area,2305,New Property,Under Construction,9.0,14.0,Unfurnished,East,4469.0,1.03
vesu,3.0,Super Area,2204,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5672.0,1.25
vesu,3.0,Carpet Area,1046,New Property,Ready to Move,6.0,10.0,Unfurnished,East,5500.0,1.04
althan,2.0,Super Area,1391,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4673.0,0.65
dumas road/hazira,2.0,Super Area,1400,New Property,Under Construction,10.0,13.0,Unfurnished,East,4500.0,0.63
dumas road/hazira,3.0,Carpet Area,1105,Resale,Ready to Move,7.0,10.0,Unfurnished,East,4956.0,0.84
pal,3.0,Super Area,1872,New Property,Under Construction,7.0,13.0,Unfurnished,East,4545.0,0.85
adajan,3.0,Super Area,1825,Resale,Ready to Move,5.0,13.0,Furnished,South -West,5205.0,0.95
vesu,3.0,Super Area,1775,New Property,Ready to Move,10.0,14.0,Unfurnished,South -West,5127.0,0.91
palanpur,3.0,Super Area,1515,Resale,Ready to Move,3.0,5.0,Unfurnished,East,4290.0,0.65
pal,3.0,Carpet Area,1250,Resale,Ready to Move,7.0,12.0,Semi-Furnished,South -West,4550.0,0.91
adajan,3.0,Super Area,1755,Resale,Ready to Move,8.0,14.0,Unfurnished,East,4558.0,0.8
palanpur,3.0,Carpet Area,960,New Property,Ready to Move,6.0,13.0,Unfurnished,East,3851.0,0.62
vesu,3.0,Super Area,2350,New Property,Ready to Move,1.0,13.0,Unfurnished,East,6500.0,1.52
palanpur,3.0,Super Area,1630,Resale,Ready to Move,7.0,13.0,Furnished,East,4294.0,0.7
vesu,3.0,Carpet Area,1000,Resale,Ready to Move,4.0,12.0,Unfurnished,West,4727.0,0.78
dindoli,3.0,Carpet Area,1085,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3600.0,0.71
pal,3.0,Super Area,1812,Resale,Ready to Move,6.0,13.0,Unfurnished,East,5519.0,1.0
palanpur,3.0,Super Area,1861,New Property,Ready to Move,6.0,14.0,Unfurnished,East,4299.0,0.8
NA,3.0,Super Area,1980,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4545.0,0.9
pal,3.0,Carpet Area,1200,Resale,Ready to Move,8.0,13.0,Furnished,East,6502.0,1.32
athwalines,3.0,Carpet Area,1450,Resale,Ready to Move,7.0,8.0,Furnished,,4114.0,0.72
althan,3.0,Carpet Area,2250,Resale,Under Construction,5.0,13.0,Unfurnished,East,9583.0,1.15
vesu,3.0,Super Area,2412,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,5597.0,1.35
vesu,3.0,Super Area,2210,New Property,Ready to Move,4.0,13.0,Unfurnished,East,6500.0,1.43
palanpur,3.0,Carpet Area,1600,Resale,Ready to Move,1.0,14.0,Semi-Furnished,North,3467.0,0.78
palanpur,3.0,Super Area,1690,New Property,Under Construction,10.0,14.0,Unfurnished,East,3846.0,0.65
vesu,3.0,Carpet Area,1315,Resale,Ready to Move,1.0,12.0,Semi-Furnished,East,4419.0,0.95
jahangirpura,3.0,Super Area,1609,Resale,Ready to Move,2.0,13.0,Furnished,East,3929.0,0.63
vesu,4.0,Carpet Area,1320,New Property,Ready to Move,8.0,13.0,Unfurnished,North - East,5000.0,1.2
dumas road/hazira,3.0,Super Area,1840,Resale,Ready to Move,2.0,13.0,Furnished,East,5217.0,0.96
dumas road/hazira,3.0,Super Area,2164,New Property,Under Construction,7.0,12.0,Unfurnished,East,4321.0,0.94
pal,3.0,Super Area,1668,Resale,Ready to Move,5.0,13.0,Furnished,East,4496.0,0.75
pal,2.0,Super Area,1325,New Property,Under Construction,6.0,13.0,Unfurnished,East,4702.0,0.62
palanpur,3.0,Super Area,1775,New Property,Under Construction,5.0,13.0,Unfurnished,East,3803.0,0.68
athwalines,3.0,Carpet Area,1600,Resale,Ready to Move,3.0,12.0,Furnished,East,5833.0,1.4
athwalines,3.0,Super Area,1800,Resale,Ready to Move,8.0,10.0,Furnished,,5833.0,1.05
athwalines,3.0,Super Area,1500,Resale,Ready to Move,6.0,9.0,Unfurnished,,4533.0,0.68
athwalines,3.0,Carpet Area,1000,Resale,Ready to Move,4.0,4.0,Unfurnished,North - East,7143.0,1.25
vesu,3.0,Super Area,1700,Resale,Ready to Move,,,,,5059.0,0.86
pal,3.0,Super Area,2117,Resale,Ready to Move,7.0,13.0,Unfurnished,,5751.0,1.21
vesu,3.0,Super Area,2359,New Property,Under Construction,,,Unfurnished,,,
pal,3.0,Super Area,2061,New Property,Under Construction,,,Unfurnished,,4600.0,0.95
dumas road/hazira,3.0,Super Area,2681,New Property,Under Construction,,,Unfurnished,,4500.0,1.2
vesu,3.0,Super Area,2587,New Property,Under Construction,,,Unfurnished,,6111.0,1.58
adajan,3.0,Super Area,2097,New Property,Under Construction,,,Unfurnished,,4750.0,1.0
vesu,3.0,Super Area,2500,New Property,Under Construction,6.0,12.0,Unfurnished,East,6111.0,1.52
vesu,3.0,Super Area,2400,New Property,Under Construction,6.0,12.0,Unfurnished,East,5000.0,1.2
palanpur,3.0,Super Area,1651,New Property,Under Construction,6.0,14.0,Unfurnished,East,4101.0,0.68
jahangirpura,3.0,Carpet Area,1021,New Property,Under Construction,3.0,3.0,Unfurnished,East,3800.0,0.71
vesu,3.0,Super Area,2422,New Property,Under Construction,6.0,12.0,Unfurnished,East,5901.0,1.42
adajan,4.0,Super Area,3250,New Property,Under Construction,3.0,13.0,Unfurnished,East,4751.0,1.54
palanpur,3.0,Super Area,1861,New Property,Under Construction,5.0,13.0,Unfurnished,East,4250.0,0.79
pal,3.0,Carpet Area,950,New Property,Under Construction,4.0,14.0,Unfurnished,East,3999.0,0.62
palanpur,3.0,Carpet Area,1100,Resale,Ready to Move,10.0,15.0,Semi-Furnished,South -West,3875.0,0.67
vesu,3.0,Super Area,1774,New Property,Ready to Move,3.0,5.0,Unfurnished,East,4735.0,0.84
NA,3.0,Super Area,1820,Resale,Ready to Move,1.0,7.0,Furnished,,3846.0,0.7
dumas road/hazira,3.0,Carpet Area,1190,New Property,Under Construction,9.0,12.0,Unfurnished,East,4667.0,1.01
dumas road/hazira,3.0,Carpet Area,1281,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,4483.0,1.04
pal,4.0,Carpet Area,1490,New Property,Ready to Move,,,Unfurnished,East,5451.0,1.39
pal,3.0,Carpet Area,911,New Property,Ready to Move,8.0,15.0,Unfurnished,East,4162.0,0.75
vesu,3.0,Super Area,2400,New Property,Ready to Move,10.0,19.0,Unfurnished,East,6250.0,1.5
vesu,3.0,Carpet Area,1179,Resale,Ready to Move,1.0,12.0,Unfurnished,East,4666.0,1.0
vesu,4.0,Carpet Area,1595,New Property,Under Construction,8.0,12.0,Unfurnished,East,4690.0,1.36
amroli,3.0,Super Area,1811,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3534.0,0.64
althan,3.0,Super Area,1715,New Property,Under Construction,9.0,13.0,Unfurnished,East,4781.0,0.82
vesu,2.0,Carpet Area,763,Resale,Ready to Move,9.0,12.0,Furnished,East,6839.0,0.95
pal,3.0,Super Area,2061,New Property,Under Construction,8.0,13.0,Unfurnished,East,4998.0,1.03
vesu,2.0,Super Area,1365,New Property,Ready to Move,8.0,14.0,Unfurnished,South -West,5128.0,0.7
palanpur,2.0,Carpet Area,715,Resale,Ready to Move,7.0,13.0,Furnished,East,4815.0,0.65
palanpur,3.0,Carpet Area,961,Resale,Ready to Move,5.0,14.0,Unfurnished,East,4100.0,0.68
palanpur,3.0,Carpet Area,960,New Property,Ready to Move,6.0,13.0,Unfurnished,East,4500.0,0.72
vesu,3.0,Super Area,2442,New Property,Under Construction,5.0,11.0,Unfurnished,,5901.0,1.44
palanpur,3.0,Super Area,1632,Resale,Ready to Move,2.0,11.0,Furnished,East,5208.0,0.85
althan,2.0,Super Area,1350,Resale,Ready to Move,8.0,11.0,Furnished,South -West,4593.0,0.62
dindoli,3.0,Carpet Area,1035,New Property,Ready to Move,7.0,14.0,Unfurnished,South -West,3600.0,0.68
adajan,4.0,Super Area,2301,Resale,Ready to Move,2.0,5.0,Furnished,East,5693.0,1.31
pal,3.0,Carpet Area,1000,New Property,Under Construction,6.0,14.0,Unfurnished,East,4579.0,0.87
vesu,3.0,Super Area,1645,Resale,Ready to Move,6.0,12.0,Furnished,East,4924.0,0.81
NA,3.0,Carpet Area,1250,New Property,Ready to Move,7.0,12.0,Unfurnished,East,5600.0,1.4
althan,4.0,Carpet Area,2790,Resale,Under Construction,9.0,13.0,Unfurnished,East,11155.0,1.4
vesu,3.0,Super Area,2300,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5500.0,1.26
althan,3.0,Super Area,1757,New Property,Under Construction,5.0,13.0,Unfurnished,East,3851.0,0.68
palanpur,4.0,Super Area,2910,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4124.0,1.2
NA,3.0,Super Area,1750,New Property,Under Construction,4.0,13.0,Unfurnished,East,3751.0,0.66
adajan,3.0,Super Area,1845,Resale,Ready to Move,11.0,14.0,Furnished,East,4661.0,0.86
vesu,3.0,Carpet Area,1488,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5637.0,1.52
adajan,3.0,Super Area,1700,Resale,Ready to Move,8.0,10.0,Semi-Furnished,North - West,4235.0,0.72
palanpur,3.0,Super Area,1522,New Property,Ready to Move,4.0,14.0,Unfurnished,East,4251.0,0.65
pal,3.0,Super Area,2492,New Property,Under Construction,10.0,13.0,Unfurnished,East,4936.0,1.23
adajan,3.0,Super Area,1850,Resale,Ready to Move,1.0,7.0,Furnished,East,3784.0,0.7
pal,3.0,Super Area,1800,New Property,Under Construction,8.0,13.0,Unfurnished,East,4700.0,0.85
vesu,3.0,Super Area,1650,Resale,Ready to Move,5.0,13.0,Semi-Furnished,East,5152.0,0.85
vesu,3.0,Carpet Area,970,Resale,Ready to Move,6.0,12.0,Furnished,East,5538.0,0.9
athwalines,3.0,Carpet Area,1500,Resale,Ready to Move,6.0,9.0,Unfurnished,,,0.68
pal,4.0,Super Area,3240,New Property,Under Construction,,,Unfurnished,,4600.0,1.49
dumas road/hazira,3.0,Super Area,2749,New Property,Under Construction,,,Unfurnished,,4500.0,1.23
palanpur,3.0,Super Area,2045,New Property,Under Construction,6.0,13.0,Unfurnished,East,4221.0,0.86
adajan,4.0,Super Area,3250,New Property,Under Construction,,,Unfurnished,,4750.0,1.54
vesu,3.0,Super Area,1920,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.05
vesu,3.0,Super Area,2550,New Property,Under Construction,7.0,13.0,Unfurnished,East,5922.0,1.51
palanpur,3.0,Super Area,1757,New Property,Under Construction,7.0,13.0,Unfurnished,East,3838.0,0.67
palanpur,3.0,Super Area,1725,New Property,Under Construction,6.0,13.0,Unfurnished,East,4464.0,0.77
pal,3.0,Super Area,1881,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,4575.0,0.86
palanpur,3.0,Super Area,1651,New Property,Under Construction,5.0,13.0,Unfurnished,East,4100.0,0.68
pal,3.0,Super Area,1825,New Property,Under Construction,5.0,13.0,Unfurnished,East,4646.0,0.85
pal,3.0,Carpet Area,950,New Property,Under Construction,4.0,14.0,Unfurnished,East,3999.0,0.66
palanpur,3.0,Carpet Area,1250,Resale,Ready to Move,9.0,15.0,Semi-Furnished,South -West,3743.0,0.69
vesu,3.0,Super Area,2450,New Property,Under Construction,5.0,12.0,Unfurnished,East,5800.0,1.42
vesu,4.0,Super Area,2885,New Property,Under Construction,9.0,12.0,Unfurnished,East,4700.0,1.35
vesu,3.0,Super Area,2152,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,5100.0,1.09
pal,3.0,Carpet Area,970,New Property,Ready to Move,,,Unfurnished,East,5454.0,0.95
dumas road/hazira,3.0,Super Area,1930,Resale,Ready to Move,11.0,12.0,Furnished,,6218.0,1.2
vesu,3.0,Carpet Area,1179,Resale,Ready to Move,11.0,12.0,Unfurnished,East,4620.0,0.99
dumas road/hazira,3.0,Carpet Area,1134,Resale,Ready to Move,1.0,12.0,Semi-Furnished,East,4661.0,0.88
althan,3.0,Super Area,1965,Resale,Ready to Move,5.0,13.0,Unfurnished,South -West,4776.0,0.94
vesu,3.0,Super Area,2400,New Property,Under Construction,9.0,12.0,Unfurnished,East,5111.0,1.22
athwalines,3.0,Carpet Area,1350,Resale,Ready to Move,4.0,12.0,Furnished,East,4924.0,0.97
palanpur,3.0,Super Area,1861,New Property,Under Construction,6.0,13.0,Unfurnished,East,4281.0,0.8
vesu,3.0,Super Area,1895,New Property,Ready to Move,9.0,12.0,Unfurnished,South -West,6332.0,1.2
palanpur,3.0,Carpet Area,1000,Resale,Ready to Move,7.0,13.0,Semi-Furnished,North - West,4800.0,0.85
jahangirpura,3.0,Super Area,1750,Resale,Ready to Move,5.0,12.0,Unfurnished,East,3486.0,0.61
althan,3.0,Super Area,1958,New Property,Ready to Move,1.0,13.0,Unfurnished,East,4541.0,0.89
pal,3.0,Super Area,1960,Resale,Ready to Move,1.0,5.0,Furnished,East,4847.0,0.95
althan,2.0,Super Area,1851,Resale,Ready to Move,12.0,12.0,Furnished,East,3836.0,0.71
dindoli,3.0,Super Area,1940,Resale,Ready to Move,6.0,14.0,Unfurnished,West,3608.0,0.7
adajan,3.0,Super Area,1726,Resale,Ready to Move,6.0,15.0,Unfurnished,East,3900.0,0.67
jahangirpura,3.0,Carpet Area,1000,New Property,Under Construction,6.0,14.0,Unfurnished,East,3954.0,0.65
vesu,2.0,Super Area,1283,Resale,Ready to Move,2.0,12.0,Furnished,East,4910.0,0.63
vesu,3.0,Carpet Area,1260,New Property,Ready to Move,4.0,13.0,Unfurnished,East,5400.0,1.24
althan,3.0,Carpet Area,1048,Resale,Ready to Move,3.0,13.0,Unfurnished,East,4611.0,0.86
vesu,3.0,Super Area,2025,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5185.0,1.05
athwalines,3.0,Carpet Area,1382,New Property,Under Construction,4.0,6.0,Unfurnished,East,5900.0,1.48
palanpur,3.0,Super Area,2255,New Property,Ready to Move,6.0,13.0,Unfurnished,South -West,3459.0,0.78
jahangirpura,3.0,Super Area,1835,New Property,Under Construction,4.0,14.0,Unfurnished,East,3488.0,0.64
palanpur,3.0,Carpet Area,1008,Resale,Ready to Move,10.0,13.0,Unfurnished,East,3618.0,0.63
vesu,3.0,Carpet Area,1102,Resale,Ready to Move,6.0,10.0,Unfurnished,North - East,5387.0,1.08
NA,3.0,Carpet Area,1200,Resale,Ready to Move,1.0,5.0,Furnished,East,,0.86
dumas road/hazira,3.0,Super Area,1840,Resale,Ready to Move,4.0,12.0,Unfurnished,East,4702.0,0.86
adajan,3.0,Super Area,1820,Resale,Ready to Move,7.0,7.0,Furnished,East,3846.0,0.7
vesu,3.0,Super Area,2246,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,4630.0,1.04
vesu,3.0,Carpet Area,1300,New Property,Ready to Move,9.0,12.0,Unfurnished,East,6003.0,1.4
dumas road/hazira,3.0,Carpet Area,1200,Resale,Ready to Move,6.0,12.0,Semi-Furnished,East,5509.0,1.19
palanpur,3.0,Super Area,1811,New Property,Under Construction,7.0,13.0,Unfurnished,East,4251.0,0.77
palanpur,3.0,Super Area,1651,New Property,Under Construction,,,Unfurnished,,4100.0,0.68
vesu,3.0,Carpet Area,1265,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.26
vesu,3.0,Super Area,2246,New Property,Under Construction,7.0,12.0,Unfurnished,East,5000.0,1.12
palanpur,3.0,Super Area,1751,New Property,Under Construction,7.0,13.0,Unfurnished,East,4351.0,0.76
pal,3.0,Carpet Area,1056,New Property,Under Construction,7.0,13.0,Unfurnished,East,4550.0,0.87
pal,4.0,Super Area,2911,New Property,Under Construction,7.0,13.0,Unfurnished,East,4575.0,1.33
jahangirpura,3.0,Super Area,1857,Resale,Undefined,3.0,13.0,Unfurnished,East,3861.0,0.72
pal,2.0,Super Area,1325,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,4600.0,0.61
pal,3.0,Carpet Area,1100,New Property,Under Construction,4.0,14.0,Unfurnished,East,4000.0,0.72
palanpur,3.0,Carpet Area,1120,Resale,Ready to Move,1.0,15.0,Unfurnished,South -West,3762.0,0.65
althan,3.0,Super Area,1715,New Property,Under Construction,5.0,13.0,Unfurnished,East,4898.0,0.84
NA,3.0,Carpet Area,1375,Resale,Under Construction,9.0,12.0,Unfurnished,East,5151.0,1.28
althan,3.0,Super Area,1856,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4555.0,0.85
palanpur,3.0,Carpet Area,885,New Property,Ready to Move,,,Unfurnished,East,4300.0,0.65
dumas road/hazira,3.0,Super Area,1840,Resale,Ready to Move,9.0,12.0,Unfurnished,East,4511.0,0.83
vesu,3.0,Carpet Area,1179,Resale,Ready to Move,1.0,12.0,Unfurnished,East,4900.0,1.05
vesu,3.0,Carpet Area,1080,New Property,Ready to Move,6.0,13.0,Unfurnished,East,5100.0,1.0
amroli,3.0,Super Area,1811,New Property,Ready to Move,6.0,14.0,Unfurnished,South - East,3589.0,0.65
vesu,3.0,Super Area,2400,New Property,Under Construction,5.0,13.0,Unfurnished,East,5917.0,1.42
pal,3.0,Super Area,1891,New Property,Under Construction,7.0,13.0,Unfurnished,East,4700.0,0.89
vesu,3.0,Super Area,2250,New Property,Ready to Move,9.0,13.0,Unfurnished,South -West,6711.0,1.51
palanpur,3.0,Super Area,1800,New Property,Ready to Move,4.0,13.0,Unfurnished,East,4389.0,0.79
vesu,4.0,Super Area,2751,New Property,Under Construction,1.0,13.0,Unfurnished,North,5089.0,1.4
palanpur,3.0,Super Area,1782,Resale,Ready to Move,9.0,11.0,Furnished,East,5107.0,0.91
althan,3.0,Super Area,1650,Resale,Ready to Move,1.0,5.0,Furnished,East,4242.0,0.7
dindoli,3.0,Super Area,1882,Resale,Ready to Move,12.0,14.0,Unfurnished,East,3666.0,0.69
adajan,3.0,Super Area,1857,Resale,Ready to Move,4.0,15.0,Unfurnished,East,3904.0,0.72
jahangirpura,3.0,Carpet Area,1000,New Property,Under Construction,6.0,14.0,Unfurnished,East,4039.0,0.75
dumas road/hazira,3.0,Super Area,2160,Resale,Ready to Move,3.0,13.0,Unfurnished,North,5454.0,1.17
althan,3.0,Carpet Area,1000,Resale,Under Construction,8.0,13.0,Unfurnished,East,4898.0,0.84
vesu,4.0,Super Area,2705,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5176.0,1.4
vesu,3.0,Carpet Area,1320,New Property,Under Construction,4.0,13.0,Unfurnished,East,5377.0,1.29
palanpur,4.0,Carpet Area,1600,New Property,Under Construction,8.0,13.0,Unfurnished,East,3855.0,1.12
NA,3.0,Super Area,1849,New Property,Under Construction,5.0,13.0,Unfurnished,East,3751.0,0.69
adajan,3.0,Super Area,1767,Resale,Ready to Move,4.0,12.0,Furnished,East,4471.0,0.79
vesu,3.0,Carpet Area,1375,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,6300.0,1.57
adajan,3.0,Carpet Area,1175,Resale,Ready to Move,1.0,5.0,Furnished,East,4701.0,0.86
dumas road/hazira,3.0,Super Area,1890,Resale,Ready to Move,1.0,14.0,Furnished,East,4815.0,0.91
palanpur,3.0,Super Area,1522,Resale,Ready to Move,6.0,14.0,Furnished,East,5585.0,0.85
adajan,4.0,Super Area,2095,Resale,Ready to Move,5.0,13.0,Unfurnished,East,6253.0,1.31
vesu,3.0,Super Area,1775,New Property,Under Construction,5.0,14.0,Unfurnished,East,5200.0,0.92
dumas road/hazira,3.0,Carpet Area,4500,New Property,Under Construction,6.0,13.0,Unfurnished,East,4506.0,1.05
palanpur,3.0,Super Area,2111,New Property,Under Construction,6.0,13.0,Unfurnished,East,4249.0,0.9
pal,4.0,Carpet Area,1595,Resale,Under Construction,8.0,13.0,Unfurnished,East,4862.0,1.41
vesu,3.0,Super Area,2565,New Property,Under Construction,6.0,12.0,Unfurnished,East,5575.0,1.43
vesu,3.0,Super Area,2198,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,5800.0,1.27
palanpur,3.0,Super Area,1811,New Property,Under Construction,8.0,14.0,Unfurnished,East,4251.0,0.77
pal,3.0,Super Area,1881,New Property,Under Construction,6.0,13.0,Unfurnished,East,4550.0,0.86
pal,4.0,Super Area,2601,New Property,Under Construction,6.0,13.0,Unfurnished,South -West,4700.0,1.22
pal,3.0,Carpet Area,849,Resale,Undefined,9.0,13.0,Unfurnished,East,3986.0,0.61
pal,3.0,Super Area,1650,New Property,Under Construction,5.0,13.0,Unfurnished,East,4200.0,0.69
pal,4.0,Carpet Area,1600,New Property,Under Construction,3.0,13.0,Unfurnished,South -West,3751.0,1.07
palanpur,3.0,Carpet Area,1250,Resale,Ready to Move,10.0,15.0,Unfurnished,South -West,3905.0,0.72
vesu,3.0,Super Area,2600,New Property,Ready to Move,5.0,12.0,Unfurnished,East,5500.0,1.43
althan,3.0,Super Area,1994,New Property,Ready to Move,10.0,14.0,Unfurnished,East,4554.0,0.91
palanpur,3.0,Super Area,1651,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4200.0,0.69
vesu,3.0,Carpet Area,1210,New Property,Under Construction,,,Unfurnished,East,4851.0,1.06
dumas road/hazira,3.0,Super Area,1890,Resale,Ready to Move,8.0,12.0,Unfurnished,South -West,4762.0,0.9
vesu,3.0,Super Area,2602,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5188.0,1.35
dumas road/hazira,3.0,Carpet Area,1134,New Property,Ready to Move,7.0,12.0,Unfurnished,East,4656.0,0.88
althan,3.0,Super Area,1725,New Property,Ready to Move,11.0,13.0,Furnished,South - East,5507.0,0.95
vesu,2.0,Super Area,1321,New Property,Under Construction,5.0,14.0,Unfurnished,East,5072.0,0.67
palanpur,3.0,Super Area,1651,New Property,Under Construction,7.0,13.0,Unfurnished,East,4100.0,0.68
vesu,3.0,Carpet Area,1898,New Property,Under Construction,9.0,10.0,Unfurnished,North,5151.0,1.28
jahangirpura,3.0,Super Area,1750,New Property,Ready to Move,4.0,13.0,Unfurnished,East,3486.0,0.61
althan,3.0,Carpet Area,890,New Property,Ready to Move,0.0,13.0,Unfurnished,East,4000.0,0.65
jahangirpura,3.0,Super Area,1725,New Property,Ready to Move,5.0,14.0,Furnished,East,4348.0,0.75
althan,3.0,Carpet Area,1250,Resale,Ready to Move,11.0,12.0,Unfurnished,East,4869.0,0.95
dindoli,3.0,Super Area,1850,Resale,Ready to Move,10.0,12.0,Unfurnished,East,5135.0,0.95
adajan,3.0,Super Area,2695,Resale,Ready to Move,5.0,10.0,Unfurnished,East,5009.0,1.35
pal,3.0,Carpet Area,1000,New Property,Under Construction,6.0,12.0,Unfurnished,East,4852.0,1.0
vesu,3.0,Super Area,1643,Resale,Ready to Move,11.0,13.0,Unfurnished,East,5500.0,0.9
vesu,2.0,Super Area,1361,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5143.0,0.7
